id,unix_timestamp,bpm,rr
1,1478075888,64.0,937.5
1,1478075889,62.0,967.742
1,1478075892,65.0,923.077
1,1478075893,67.0,895.522
1,1478075895,69.0,869.565
1,1478075896,71.0,845.07
1,1478075899,70.0,857.143
1,1478075901,69.0,869.565
1,1478075902,67.0,895.522
1,1478075906,68.0,882.353
1,1478075907,70.0,857.143
1,1478075908,71.0,845.07
1,1478075909,72.0,833.333
1,1478075912,71.0,845.07
1,1478075913,70.0,857.143
1,1478075914,69.0,869.565
1,1478075915,68.0,882.353
1,1478075925,69.0,869.565
1,1478075926,70.0,857.143
1,1478075927,71.0,845.07
1,1478075929,72.0,833.333
1,1478075930,73.0,821.918
1,1478075931,74.0,810.811
1,1478075938,73.0,821.918
1,1478075942,74.0,810.811
1,1478075943,73.0,821.918
1,1478075944,74.0,810.811
1,1478075947,73.0,821.918
1,1478075948,72.0,833.333
1,1478075953,71.0,845.07
1,1478075955,72.0,833.333
1,1478075962,71.0,845.07
1,1478075969,72.0,833.333
1,1478075972,71.0,845.07
1,1478075973,69.0,869.565
1,1478075974,68.0,882.353
1,1478075975,67.0,895.522
1,1478075976,66.0,909.091
1,1478075978,67.0,895.522
1,1478075980,68.0,882.353
1,1478075982,69.0,869.565
1,1478075989,68.0,882.353
1,1478075990,67.0,895.522
1,1478075991,68.0,882.353
1,1478075995,67.0,895.522
1,1478075999,68.0,882.353
1,1478076001,69.0,869.565
1,1478076006,68.0,882.353
1,1478076011,69.0,869.565
1,1478076013,70.0,857.143
1,1478076015,69.0,869.565
1,1478076018,68.0,882.353
1,1478076019,69.0,869.565
1,1478076022,70.0,857.143
1,1478076023,71.0,845.07
1,1478076025,72.0,833.333
1,1478076027,75.0,800.0
1,1478076028,76.0,789.474
1,1478076034,75.0,800.0
1,1478076043,74.0,810.811
1,1478076044,73.0,821.918
1,1478076046,72.0,833.333
1,1478076047,71.0,845.07
1,1478076050,72.0,833.333
1,1478076055,71.0,845.07
1,1478076057,70.0,857.143
1,1478076064,71.0,845.07
1,1478076067,72.0,833.333
1,1478076068,73.0,821.918
1,1478076072,74.0,810.811
1,1478076074,75.0,800.0
1,1478076075,76.0,789.474
1,1478076076,77.0,779.221
1,1478076077,78.0,769.231
1,1478076080,77.0,779.221
1,1478076082,76.0,789.474
1,1478076083,75.0,800.0
1,1478076084,74.0,810.811
1,1478076085,73.0,821.918
1,1478076097,70.0,857.143
1,1478076098,67.0,895.522
1,1478076099,66.0,909.091
1,1478076112,71.0,845.07
1,1478076113,70.0,857.143
1,1478076114,68.0,882.353
1,1478076115,65.0,923.077
1,1478076116,63.0,952.381
1,1478076117,62.0,967.742
1,1478076118,61.0,983.607
1,1478076120,62.0,967.742
1,1478076122,63.0,952.381
1,1478076123,64.0,937.5
1,1478076124,65.0,923.077
1,1478076125,66.0,909.091
1,1478076127,67.0,895.522
1,1478076129,69.0,869.565
1,1478076134,70.0,857.143
1,1478076140,73.0,821.918
1,1478076141,75.0,800.0
1,1478076146,73.0,821.918
1,1478076147,71.0,845.07
1,1478076148,69.0,869.565
1,1478076150,68.0,882.353
1,1478076153,69.0,869.565
1,1478076158,70.0,857.143
1,1478076165,69.0,869.565
1,1478076176,68.0,882.353
1,1478076177,67.0,895.522
1,1478076178,66.0,909.091
1,1478076181,67.0,895.522
1,1478076183,68.0,882.353
1,1478076185,67.0,895.522
1,1478076192,68.0,882.353
1,1478076198,69.0,869.565
1,1478076202,70.0,857.143
1,1478076204,71.0,845.07
1,1478076208,70.0,857.143
1,1478076210,69.0,869.565
1,1478076214,68.0,882.353
1,1478076217,69.0,869.565
1,1478076223,70.0,857.143
1,1478076224,71.0,845.07
1,1478076225,72.0,833.333
1,1478076227,73.0,821.918
1,1478076231,72.0,833.333
1,1478076232,70.0,857.143
1,1478076238,71.0,845.07
1,1478076242,70.0,857.143
1,1478076243,69.0,869.565
1,1478076268,68.0,882.353
1,1478076272,69.0,869.565
1,1478076274,70.0,857.143
1,1478076275,71.0,845.07
1,1478076276,72.0,833.333
1,1478076277,73.0,821.918
1,1478076280,72.0,833.333
1,1478076284,73.0,821.918
1,1478076287,72.0,833.333
1,1478076290,71.0,845.07
1,1478076294,69.0,869.565
1,1478076295,67.0,895.522
1,1478076297,65.0,923.077
1,1478076298,63.0,952.381
1,1478076299,62.0,967.742
1,1478076301,64.0,937.5
1,1478076302,66.0,909.091
1,1478076303,67.0,895.522
1,1478076304,65.0,923.077
1,1478076305,64.0,937.5
1,1478076306,63.0,952.381
1,1478076307,61.0,983.607
1,1478076308,62.0,967.742
1,1478076309,64.0,937.5
1,1478076310,65.0,923.077
1,1478076311,66.0,909.091
1,1478076314,67.0,895.522
1,1478076315,68.0,882.353
1,1478076316,69.0,869.565
1,1478076319,68.0,882.353
1,1478076321,67.0,895.522
1,1478076326,68.0,882.353
1,1478076351,69.0,869.565
1,1478076361,70.0,857.143
1,1478076362,72.0,833.333
1,1478076369,71.0,845.07
1,1478076373,72.0,833.333
1,1478076374,74.0,810.811
1,1478076375,76.0,789.474
1,1478076376,77.0,779.221
1,1478076378,78.0,769.231
1,1478076386,77.0,779.221
1,1478076387,75.0,800.0
1,1478076388,74.0,810.811
1,1478076395,73.0,821.918
1,1478076397,72.0,833.333
1,1478076398,71.0,845.07
1,1478076400,70.0,857.143
1,1478076416,68.0,882.353
1,1478076420,69.0,869.565
1,1478076422,70.0,857.143
1,1478076428,69.0,869.565
1,1478076434,70.0,857.143
1,1478076435,71.0,845.07
1,1478076440,70.0,857.143
1,1478076441,69.0,869.565
1,1478076446,70.0,857.143
1,1478076447,71.0,845.07
1,1478076448,72.0,833.333
1,1478076454,71.0,845.07
1,1478076457,70.0,857.143
1,1478076458,69.0,869.565
1,1478076461,70.0,857.143
1,1478076462,71.0,845.07
1,1478076463,72.0,833.333
1,1478076464,73.0,821.918
1,1478076469,75.0,800.0
1,1478076470,74.0,810.811
1,1478076471,75.0,800.0
1,1478076473,76.0,789.474
1,1478076474,77.0,779.221
1,1478076476,79.0,759.494
1,1478076478,80.0,750.0
1,1478076479,82.0,731.707
1,1478076480,84.0,714.286
1,1478076481,85.0,705.882
1,1478076482,86.0,697.674
1,1478076486,84.0,714.286
1,1478076489,83.0,722.892
1,1478076490,82.0,731.707
1,1478076493,80.0,750.0
1,1478076495,79.0,759.494
1,1478076496,76.0,789.474
1,1478076502,74.0,810.811
1,1478076504,72.0,833.333
1,1478076505,70.0,857.143
1,1478076506,69.0,869.565
1,1478076507,67.0,895.522
1,1478076510,69.0,869.565
1,1478076511,70.0,857.143
1,1478076512,72.0,833.333
1,1478076513,73.0,821.918
1,1478076514,75.0,800.0
1,1478076515,76.0,789.474
1,1478076516,77.0,779.221
1,1478076517,78.0,769.231
1,1478076531,77.0,779.221
1,1478076532,75.0,800.0
1,1478076533,74.0,810.811
1,1478076534,73.0,821.918
1,1478076541,72.0,833.333
1,1478076542,71.0,845.07
1,1478076543,69.0,869.565
1,1478076547,67.0,895.522
1,1478076548,68.0,882.353
1,1478076550,67.0,895.522
1,1478076551,66.0,909.091
1,1478076552,65.0,923.077
1,1478076553,63.0,952.381
1,1478076554,65.0,923.077
1,1478076556,66.0,909.091
1,1478076557,68.0,882.353
1,1478076558,69.0,869.565
1,1478076559,74.0,810.811
1,1478076560,67.0,895.522
1,1478076561,67.125,893.855
1,1478076562,67.3906,890.332
1,1478076563,67.9395,883.139
1,1478076564,68.3069,878.389
1,1478076567,68.6803,873.613
1,1478076571,68.0793,881.325
1,1478076575,68.3798,877.452
1,1478076576,68.3798,877.452
1,1478076577,68.2796,878.739
1,1478076578,68.2796,878.739
1,1478076580,68.2796,878.739
1,1478076581,68.3197,878.224
1,1478076582,68.3197,878.224
1,1478076585,78.0,769.231
1,1478076587,77.0,779.221
1,1478076590,76.0,789.474
1,1478076591,75.0,800.0
1,1478076593,73.0,821.918
1,1478076603,75.0,800.0
1,1478076605,76.0,789.474
1,1478076606,77.0,779.221
1,1478076607,76.0,789.474
1,1478076613,77.0,779.221
1,1478076614,78.0,769.231
1,1478076616,80.0,750.0
1,1478076617,81.0,740.741
1,1478076618,82.0,731.707
1,1478076619,81.0,740.741
1,1478076620,80.0,750.0
1,1478076621,78.0,769.231
1,1478076622,76.0,789.474
1,1478076623,75.0,800.0
1,1478076624,74.0,810.811
1,1478076628,73.0,821.918
1,1478076629,72.0,833.333
1,1478076634,73.0,821.918
1,1478076638,72.0,833.333
1,1478076639,70.0,857.143
1,1478076641,69.0,869.565
1,1478076645,70.0,857.143
1,1478076647,71.0,845.07
1,1478076649,72.0,833.333
1,1478076654,73.0,821.918
1,1478076655,74.0,810.811
1,1478076656,75.0,800.0
1,1478076657,76.0,789.474
1,1478076658,77.0,779.221
1,1478076659,78.0,769.231
1,1478076662,77.0,779.221
1,1478076664,76.0,789.474
1,1478076666,75.0,800.0
1,1478076667,74.0,810.811
1,1478076669,73.0,821.918
1,1478076676,72.0,833.333
1,1478076681,74.0,810.811
1,1478076682,76.0,789.474
1,1478076683,78.0,769.231
1,1478076684,80.0,750.0
1,1478076688,78.0,769.231
1,1478076689,77.0,779.221
1,1478076690,76.0,789.474
1,1478076691,75.0,800.0
1,1478076692,74.0,810.811
1,1478076693,72.0,833.333
1,1478076694,71.0,845.07
1,1478076696,70.0,857.143
1,1478076715,68.0,882.353
1,1478076717,67.0,895.522
1,1478076718,66.0,909.091
1,1478076719,65.0,923.077
1,1478076725,66.0,909.091
1,1478076727,67.0,895.522
